,Year of Breach,Company Name,Total Records,Type of Organization,Type of Breach
3366,2014,Colorado Community Health Alliance (CCHA)/Physicians Health Partners,1918,MED,DISC
3367,2013,Maine Medical Center,1920,MED,
3368,2018,"CareMeridian, LLC",1922,MED,PHYS
3370,2013,"E-dreamz, Inc.",1924,MED,HACK
3371,2012,"InfoLink, ServerPronto, CloudPronto",1926,BSO,HACK
3372,2011,Hurley Medical Center,1938,MED,PORT
3373,2012,"Adult and Child Care Center, Choices, Inc., Diversified Support Services, Midtown Mental Health Center",1945,MED,HACK
3374,2016,Blaine Chiropractic Center,1945,MED,HACK
3376,2016,Livongo Health Inc.,1950,MED,PHYS
3377,2010,Oklahoma Veterans Affairs Medical Center,1950,GOV,PHYS
3379,2016,"Livongo Health, Inc.",1950,MED,DISC
3380,2010,Oklahoma City VA Medical Center,1950,MED,PHYS
3382,2013,Lone Star Circle of Care,1955,MED,PORT
3383,2013,Lone Star Circle of Care,1955,MED,PHYS
3384,2017,PeaceHealth,1969,MED,DISC
3385,2012,"Baylor Heart and Vascular Center, LLP",1972,MED,PHYS
3386,2016,"Howard R. Jarvis, D.M.D., L.L.C. dba Southwest Portland Dental",1980,MED,HACK
3388,2016,"Howard R. Jarvis, D.M.D., L.L.C. dba Southwest Portland Dental",1980,MED,HACK
3389,2014,Baylor Regional Medical Center,1981,MED,HACK
3390,2014,Baylor Regional Medical Center at Plano,1981,MED,HACK
3391,2011,Saint Joseph - Berea,1986,MED,PHYS
3392,2016,Apria Healthcare,1987,MED,DISC
3393,2016,Apria Healthcare,1987,MED,DISC
3394,2017,Stein eriksen lodge hotel,1992,UNKN,UNKN
3395,2015,Bon Secours Saint Francis,1997,MED,DISC
3396,2016,"Brian D. Halevie-Goldman, M.D. ",2000,MED,PORT
3397,2009,FCI USA,2000,BSO,PORT
3398,2010,Mellow Mushroom,2000,BSR,HACK
3399,2010,Tufts University,2000,EDU,HACK
3400,2011,Peace Officers Research Association of California (PORAC),2000,BSO,HACK
3401,2011,Huntington National Bank,2000,BSF,INSD
3402,2011,University of Nevada - Las Vegas (UNLV),2000,EDU,HACK
3403,2011,University of Hawaii - Kapi'olani Community College,2000,EDU,PHYS
3404,2011,The Public School Employees' Retirement System,2000,GOV,DISC
3405,2013,Chicago Public Schools,2000,EDU,DISC
3418,2008,"NSK Americas, Inc.",2000,BSR,DISC
3419,2008,Crosslines Ministries of Carthage,2000,NGO,PHYS
3420,2008,University of Texas Health Science Center,2000,MED,DISC
3421,2008,Wagner Resource Group,2000,BSF,DISC
3422,2008,Missouri National Guard,2000,GOV,UNKN
3423,2008,Hillsborough Community College,2000,EDU,PHYS
3424,2010,Roanoke City Public Schools,2000,EDU,PORT
3425,2010,Nursing Visioned Medical Services,2000,MED,PHYS
3426,2015,David E. Hansen DDS PS,2000,MED,PORT
3427,2016,Val Verde Regional Medical Center,2000,MED,HACK
3428,2016,"Pointe Medical Services, Inc.",2000,MED,PORT
3429,2016,"Linda J White, DDS, PC",2000,MED,PORT
3430,2010,Ault Chiropractic Center,2000,MED,STAT
3431,2011,"Southern Perioperative Services, P.C.",2000,MED,PORT
3432,2011,Tuba City Regional Health Care Corporation,2000,MED,PHYS
3433,2011,"Health Research Institute, Inc., Pfeiffer Treatment Center",2000,MED,STAT
3434,2011,Centro de Ortodancia,2000,MED,PHYS
3435,2012,"Open MRI of Chicago, Nation Wise Machine Buyers",2000,MED,PHYS
3436,2012,Awklein,2000,MED,PHYS
3437,2009,New York State Tax Department,2000,GOV,INSD
3438,2012,Cornell University,2000,EDU,DISC
3439,2013,Fairfax County Public Schools,2000,MED,PORT
3440,2013,Radnor School District,2000,EDU,DISC
3441,2016,Lewis-Palmer School District 38,2000,EDU,DISC
3442,2016,Fuzzy's Taco ShopAbi,2000,BSO,HACK
3443,2010,Blue Island Radiology,2000,MED,PORT
3444,2010,Alaskan AIDS Assistance Association (Four A's),2000,NGO,PORT
3445,2012,Ayuda Medical Case Management,2000,MED,PHYS
3446,2012,Metro Community Provider Network,2000,MED,HACK
3447,2013,California Department of Public Health (CDPH),2000,GOV,PHYS
3448,2018,Family Tree Relief Nursery,2000,MED,HACK
3449,2018,QUALITY-CARE PHARMACY,2000,MED,PHYS
3450,2017,Florida Healthy Kids Corporation,2000,MED,HACK
3451,2017,"Paul C. Gering, Jr., M.D.",2000,MED,PHYS
3452,2017,Atchafalaya Internal Medicine Associates,2000,MED,HACK
3453,2017,Toth Enterprises II d/b/a Victory Medical,2000,MED,DISC
3454,2017,"N. Fred Eaglstein, D.O. d/b/a Dermatology and Laser Center",2000,MED,DISC
3455,2017,"Mecklenburg County, North Carolina",2000,MED,DISC
3456,2016,Briar Hill Management,2000,MED,PHYS
3457,2016,Brian Halevie-Goldman,2000,MED,PHYS
3458,2016,"Linda J White, DDS, PC",2000,MED,PHYS
3459,2016,"Pointe Medical Services, Inc.",2000,MED,PHYS
3460,2016,Val Verde Regional Medical Center,2000,MED,HACK
3461,2015,"ROBERT SOPER, M.D.",2000,MED,PHYS
3462,2015,"Max M Bayard MD, PC",2000,MED,PHYS
3463,2015,Community Mercy Health Partners,2000,MED,DISC
3464,2015,David E. Hansen DDS PS,2000,MED,PHYS
3465,2014,"Sloane Stecker Physical Therapy, PC",2000,MED,PHYS
3466,2013,Kemmet Dental Design,2000,MED,PHYS
3467,2012,David Charles Rish,2000,MED,PHYS
3468,2012,"Triumph, LLC",2000,MED,PHYS
3469,2011,Nation Wise Machine Buyers,2000,MED,PHYS
3470,2011,Centro de Ortodoncia Inc.,2000,MED,PHYS
3471,2011,"HEALTH RESEARCH INSTITUTE, INC., PFEIFFER TREATMENT CENTER",2000,MED,PHYS
3472,2011,"Gail Gillespie and Associates, LLC",2000,MED,PHYS
3473,2011,TUBA CITY REGIONAL HEALTH CARE CORPORATION,2000,MED,PHYS
3474,2010,"Southern Perioperative Services, P.C.",2000,MED,PHYS
3475,2010,Alaskan AIDS Assistance Association,2000,MED,PHYS
3476,2010,Ault Chiropractic Center,2000,MED,PHYS
3477,2009,"Rick Lawson, Professional Computer Services",2000,MED,PHYS
3478,2016,OptumHealth New Mexico,2006,MED,PHYS
3479,2017,King & Associates CPA,2009,BSF,UNKN
3480,2018,Heartland hotel corporation,2011,UNKN,UNKN
3481,2011,Beth Israel Deaconess Medical Center,2012,MED,HACK
3482,2016,"Stephen J. Helvie, M.D.",2013,MED,PHYS
3483,2011,Beth Israel Deaconess Medical Center,2021,MED,HACK
3484,2012,Indianapolis Super Bowl (indianapolissuperbowl.com),2026,BSO,HACK
3485,2010,University of Kentucky Newborn Screening Program,2027,EDU,PORT
3486,2010,University of Kentucky,2027,MED,PHYS
3487,2016,"Pratap S. Kurra, M.D",2029,MED,PHYS
3488,2016,"Pratap S. Kurra, M.D.",2029,MED,PHYS
3489,2013,Advocate Health and Hospitals Corporation d/b/a Advocate Medical Group,2029,MED,HACK
3491,2008,"University of Nebraska, Kearney",2035,EDU,HACK
3492,2017,UW Health,2036,MED,HACK
3493,2012,"Security Savings Systems, Inc.",2038,BSO,DISC
3494,2017,Hasbro inc,2039,UNKN,UNKN
3495,2016,Buehlers fresh foods llc,2040,UNKN,UNKN
3496,2014,Iowa Dept. of Human Services,2042,MED,
3497,2013,Young Family Medicine Inc.,2045,MED,PORT
3498,2013,Young Family Medicine Inc,2045,MED,PHYS
3499,2010,University of Florida,2047,EDU,PHYS
3500,2010,University of Florida,2047,MED,
3501,2018,"Northwest Surgical Specialists, P.C. ",2050,MED,HACK
3502,2011,Scott County Memorial Hospital,2059,MED,PORT
3503,2018,Star title partnersof palm harbor llc,2059,UNKN,UNKN
3504,2011,Jonathan Noel MD,2059,MED,PHYS
3505,2015,T.J. Samson Community Hospital,2060,MED,DISC
3506,2012,"Experian, Crown Financial Group",2067,BSF,UNKN
3507,2017,"Centura Health, Mercy Family Medicine",2069,MED,PHYS
3508,2012,Triumph LLC,2070,MED,PORT
3509,2015,Lawrence General Hospital,2071,MED,PHYS
3510,2015,Strategic analysis inc,2074,UNKN,UNKN
3511,2015,"Daniel A. Sheldon, M.D., P.A.",2075,MED,HACK
3512,2014,Cone Health,2076,MED,DISC
3513,2018,Family Medical Group Northeast PC,2077,MED,DISC
3514,2018,New York City Human Resources Administration/Department of Social Services,2078,MED,DISC
3515,2017,Presti& naegele,2079,UNKN,UNKN
3516,2013,City of Chicago,2080,MED,DISC
3517,2017,Atlantic Digestive Specialists,2081,MED,HACK
3518,2013,Rite Aid #10217,2082,MED,
3520,2012,Ochsner Health System,2088,MED,PHYS
3522,2010,Jewish Hospital Catheterization Lab,2089,MED,PORT
3523,2010,Jewish Hospital,2089,MED,PHYS
3525,2018,Dignity Health St. Rose Dominican Hospitals - Siena,2098,MED,DISC
3526,2012,"City of Springfield, Springfieldmo.gov",2100,GOV,HACK
3528,2008,Connecticut Department of Labor,2100,GOV,PHYS
3529,2009,AT&T,2100,BSO,INSD
3530,2012,Office of Dr. Roy E. Gondo,2100,MED,STAT
3531,2017,Main Department of Health and Human Services,2100,GOV,DISC
3532,2018,Chesapeake Regional Medical Center,2100,MED,PHYS
3533,2015,Sunquest Information Systems,2100,MED,PHYS
3534,2012,"Roy E. Gondo, M.D.",2100,MED,PHYS
3536,2012,Gridiron Strategies,2109,BSO,HACK
3537,2018,Hemenwayand barnes,2116,UNKN,UNKN
3538,2017,"BlueCross BlueShield of TN, Inc.",2117,MED,DISC
3539,2010,Wright-Patterson Air Force Base,2123,GOV,PHYS
3540,2016,Baxter Regional Medical Center- Home Health Facility,2124,MED,DISC
3541,2016,Baxter Regional Medical Center - Home Health Facility,2124,MED,DISC
3542,2013,James A. Fosnaugh,2125,MED,PHYS
3543,2018,TKC Holdings inc,2128,BSF,UNKN
3544,2018,PA Dept. of Human Services,2130,MED,DISC
3545,2016,VA Eastern Colorado Health Care System,2130,MED,DISC
3546,2017,Alere Toxicology,2146,MED,DISC
3547,2016,Mind Springs Health,2147,MED,HACK
3548,2016,Mind Springs Health,2147,MED,DISC
3549,2015,"Raymond Mark Turner, M.D.",2153,MED,PORT
3550,2015,"Raymond Mark Turner, M.D.",2153,MED,PHYS
3552,2017,NYU School of Medicine - Pediatric Surgery Associates,2158,MED,PHYS
3553,2012,Boston Children's Hospital,2159,MED,PORT
3554,2012,Children's Hospital Boston,2159,MED,PHYS
3555,2018,"OrthoTexas Physicians and Surgeons, PLLC",2172,MED,DISC
3556,2014,The Brooklyn Hospital Center,2172,MED,PHYS
3557,2018,Dignity Health St. Rose Dominican Hospitals-DeLIma,2174,MED,DISC
3558,2018,The cityof bakersfield,2180,UNKN,UNKN
3559,2017,The Coca-Cola Company,2181,BSR,HACK
3560,2013,Office of Dr. Hankyu Chung,2182,MED,PORT
3561,2013,"Hankyu Chung, M.D.",2182,MED,PHYS
3562,2011,Aegis Science Corporation,2184,BSO,PORT
3563,2011,Aegis Sciences Corporation,2185,MED,PHYS
3564,2017,Dignity Health Medical Foundation,2189,MED,DISC
3565,2016,Comanche County Hospital Authority,2199,MED,HACK
3566,2012,"Department of Veterans Affairs, Ancestry.com",2200,GOV,DISC
3569,2016,W. Christopher Bryant DDS PC,2200,MED,PORT
3570,2011,Friendship Center Dental Office,2200,MED,PORT
3572,2012,University of Texas M.D. Anderson Cancer Center (M.D. Anderson),2200,MED,PORT
3573,2017,LSU Healthcare Network,2200,MED,PHYS
3574,2016,W. Christopher Bryant DDS PC,2200,MED,PHYS
3575,2014,Inclusion Research Institute,2200,MED,DISC
3576,2011,"Brevard Emergency Services, P.A.",2200,MED,PHYS
3577,2011,"Adult & Pediatric Dermatology, PC",2200,MED,PHYS
3578,2011,Friendship Center Dental Office,2200,MED,PHYS
3579,2010,"Cumberland Gastroenterology, P.S.C.",2200,MED,PHYS
3580,2013,Samaritan Regional Health System,2203,MED,PHYS
3581,2013,Samaritan Regional Health System,2203,MED,PHYS
3582,2015,Mosaic Medical,2207,MED,PHYS
3583,2010,Cumberland Gastroenterology P.S.C.,2207,MED,PHYS
3584,2015,Mosaic Medical,2207,MED,DISC
3585,2015,Anne Arundel Health System,2208,MED,DISC
3586,2011,MAPFRE Life,2209,MED,PHYS
3588,2013,Advocate Health and Hospitals Corporation,2237,MED,PHYS
3589,2016,"Genesis Physical Therapy, Inc.",2245,MED,DISC
3590,2018,Northwest surgical specialists p cdba rebound orthopedics neurosurgery,2245,UNKN,UNKN
3591,2016,"Genesis Physical Therapy, Inc.",2245,MED,DISC
3592,2009,Bernard Madoff Investors,2246,BSF,PORT
3594,2016,Vincent Vein Center,2250,MED,HACK
3595,2011,"Memorial Health Services, MemorialCare Health System",2250,MED,INSD
3596,2016,Vincent Vein Center,2250,MED,HACK
3597,2011,Long Beach Memorial Medical Center,2250,MED,DISC
3598,2012,Sailboat Owners Inc.,2258,BSR,HACK
3599,2015,UPMC,2259,MED,PHYS
3600,2014,TMA Practice Management Group,2260,MED,PHYS
3601,2013,"Standard Register, Brookdale University Hospital and Medical Center",2261,MED,PHYS
3602,2013,Standard Register,2261,MED,PHYS
3603,2017,California Pacific Orthopaedics and Sports Medicine,2263,MED,PHYS
3604,2018,Equias alliance llc,2264,UNKN,UNKN
3605,2012,The University of Texas MD Anderson Cancer Center,2264,MED,PHYS
3606,2014,"UC Davis Medical Center, Privacy Manager Breach",2269,MED,HACK
3607,2013,University of Mississippi Medical Center,2279,MED,DISC
3608,2013,Memorial Sloan-Kettering Cancer Center,2279,MED,PHYS
3609,2018,Cambridge Health Alliance,2280,MED,HACK
3610,2010,Mountain Vista Medical Center,2284,MED,PORT
3611,2018,"Ambercare Corporation, Inc.",2284,MED,PHYS
3612,2014,Group Health Plan of Hurley Medical Center,2289,MED,DISC
3613,2011,Mountain Vista Medical Center,2291,MED,PHYS
3614,2016,Marin Healthcare District,2292,MED,HACK
3615,2016,Marin Healthcare District,2292,MED,HACK
3616,2018,I s s solutions inc,2295,UNKN,UNKN
3618,2017,Cetera advisors llc,2299,UNKN,UNKN
3619,2011,"Urban Institute, Internal Revenue Service",2300,GOV,DISC
3620,2012,Kennedy Space Center,2300,GOV,PORT
3622,2010,University of North Carolina at Greensboro,2300,EDU,HACK
3623,2012,Applegate Valley Family Medicine,2300,MED,PORT
3624,2016,Grx Holdings LLC dba Medicap Pharmacy,2300,MED,PHYS
3625,2013,King County Sheriff's Office,2300,GOV,PORT
3626,2013,"Portal Healthcare Solutions, Glens Falls Hospital",2300,MED,DISC
3627,2013,Florida Department of Health,2300,MED,INSD
3628,2018,West Sound Treatment Center,2300,MED,DISC
3629,2018,West Sound Treatment Center,2300,MED,PHYS
3630,2018,"OrthoWest, Ltd.",2300,MED,DISC
3631,2017,The University of Vermont Medical Center,2300,MED,HACK
3632,2016,"Grx Holdings, LLC dba Medicap Pharmacy",2300,MED,PHYS
3633,2015,"Good Care Pediatric, LLP",2300,MED,HACK
3634,2013,"Reimbursement Technologies, Inc.",2300,MED,DISC
3635,2012,"Stanford Hospital & Clinics and School of Medicine, Privacy Manager Breach",2300,MED,PHYS
3636,2012,Dr. Trandinh,2300,MED,DISC
3637,2011,Memorial Health Systems,2300,MED,DISC
3638,2010,UNCG Speech and Hearing Center,2300,MED,HACK
3639,2010,"Nihal Saran, MD ",2300,MED,PHYS
3640,2015,Sutter Medical Foundation,2302,MED,DISC
3641,2014,Baylor Medical Center at Irving,2308,MED,HACK
3642,2018,Leaf filter north llc,2310,UNKN,UNKN
3643,2014,Cancer Specialists of Tidewater,2318,MED,PHYS
3644,2011,"Gail Gillespie and Associates, LLC",2334,MED,PORT
3645,2015,Henry Ford Health System,2336,MED,PHYS
3646,2010,Aetna of Connecticut,2345,MED,UNKN
3647,2015,Rite Aid Corporation,2345,MED,PHYS
3648,2010,"Aetna, Inc.",2345,MED,DISC
3649,2013,Rothman Institute (Reconstructive Orthopaedic Associates),2350,MED,INSD
3650,2014,Specialty Clinics Of Georgia - Orthopaedics,2350,MED,PHYS
3651,2013,"Reconstructive Orthopaedic Associates II, P.C. d/b/a Rothman Institute",2350,MED,PHYS
3652,2013,Florida Department of Health,2354,MED,DISC
3654,2013,PORTAL HEALTHCARE SOLUTIONS LLC,2360,MED,PHYS
3655,2014,"Ladies First Choice, Inc.",2365,MED,DISC
3656,2012,University of New Mexico Health Sciences Center,2365,MED,HACK
3657,2011,"Bonney Lake Medical Center and Mythili R. Ramachandran, MD",2367,MED,PHYS
3658,2011,Bonney Lake Medical Center,2370,MED,STAT
3659,2016,"Laborers Fund Administrative Office of Northern California, Inc. ",2373,MED,DISC
3660,2016,"Laborers Funds Administrative Office of Northern California, Inc.",2373,MED,DISC
3661,2012,Baptist Physicians Lexington,2376,MED,PORT
3662,2012,"Alexander J. Tikhtman, M.D.",2376,MED,PHYS
3663,2017,"Makeup geek, llc",2385,UNKN,UNKN
3664,2016,ADVANTAGE Health Solutions,2387,MED,HACK
3665,2014,UMass Memorial Medical Center,2387,MED,DISC
3666,2018,"Southwest Washington Regional Surgery Center, LLC",2393,MED,HACK
3667,2016,"BJC HealthCare ACO, LLC",2393,MED,DISC
3668,2018,The UPS Store,2395,BSO,HACK
3669,2011,Wakulla County School Board,2400,EDU,DISC
3670,2011,Coalition of Law Enforcement and Retail (CLEAR),2400,NGO,HACK
3675,2009,Office of the State Superintendent of Education D.C.,2400,EDU,DISC
3676,2010,University of Texas Medical Branch,2400,MED,INSD
3677,2016,Asante,2400,MED,DISC
3678,2013,MNsure,2400,MED,DISC
3679,2017,Autoneum North America,2400,BSO,HACK
3680,2011,Human Services Agency of San Francisco,2400,GOV,INSD
3681,2011,Emory Healthcare,2400,MED,PHYS
3682,2013,River Falls Medical Clinic,2400,MED,PHYS
3683,2013,University Dental Associates,2400,MED,PORT
3684,2016,Asante,2400,MED,DISC
3685,2013,"QuickRunner, Inc. (dba, RoadRunner Mailing Services)",2400,MED,DISC
3686,2013,Community Services NW,2400,MED,PHYS
3687,2013,"Western Wisconsin Medical Association, S.C. - River Falls Medical Clinics",2400,MED,PHYS
3688,2010,Brooklyn Tech High School,2416,EDU,HACK
3689,2010,Georgetown University Hospital,2416,MED,PHYS
3690,2016,Pacific Gas and Electric,2426,MED,DISC
3691,2016,Pacific Gas and Electric Company,2426,MED,DISC
3692,2013,Independence Care System,2434,MED,PORT
3693,2013,Independence Care System,2434,MED,PHYS
3694,2012,Cox Health,2435,MED,PHYS
3695,2016,PrimeWest Health,2441,MED,HACK
3696,2016,PrimeWest Health,2441,MED,HACK
3697,2018,Los angeles philharmonic,2442,UNKN,UNKN
3698,2011,Bay Area Rapid Transit (BART),2450,GOV,HACK
3699,2017,Perry& associates c p a's a. c.,2450,BSF,UNKN
3700,2018,Perry & Associates CPA's A.C.,2450,BSR,HACK
3701,2016,"Kaiser Foundation Health Plan, Inc.",2451,MED,PHYS
3702,2016,"Kaiser Foundation Health Plan, Inc.",2451,MED,PHYS
3703,2017,North Dakota Department of Human Services,2452,MED,PHYS
3704,2012,"Nordstrom Bank, Nordstrom fsb",2457,BSF,DISC
3705,2017,St. Charles Health System,2459,MED,DISC
3706,2013,Children's Medical Center of Dallas,2462,MED,PORT
3707,2013,Children's Medical Center of Dallas,2462,MED,PHYS
3708,2012,Health Texas Provider Network - Cardiovascular Consultants of North Texas,2462,MED,DISC
3709,2011,Dallas County Hospital District dba Parkland Health & Hospital System,2464,MED,DISC
3710,2010,"Hypertension, Nephrology, Dialysis and Transplantation, PC",2465,MED,PHYS
3711,2016,Lee Rice D.O. Medical Corp DBA Lifewellness Institute,2473,MED,HACK
3712,2016,"Lee Rice D.O., Medical Corp DBA Lifewellness Institute",2473,MED,HACK
3713,2015,Life Care Center of Attleboro,2473,MED,PHYS
3714,2014,Florida Department of Health,2477,MED,
3715,2012,Gossip Girl,2480,BSR,HACK
3718,2016,"Metropolitan Jewish Health System, Inc. d/b/a MJHS",2483,MED,HACK
3719,2016,"Metropolitan Jewish Health System, Inc. d/b/a MJHS",2483,MED,HACK
3720,2010,Arkansas State University,2484,EDU,DISC
3722,2017,"Orthopedics NY, LLP",2493,MED,DISC
3723,2010,Eastern Bank,2499,BSF,DISC
3729,2008,"University of Texas, Austin",2500,EDU,DISC
3730,2008,Indiana State University,2500,EDU,PORT
3731,2015,San Francisco General Hospital and Trauma Center,2500,MED,PHYS
3732,2016,Allen Dell P.A.,2500,BSO,HACK
3733,2016,My Pediatrician,2500,MED,HACK
3734,2013,Wood County Hospital,2500,MED,PHYS
3735,2013,"Office of Dr. Paul G. Klein, DPM",2500,MED,PORT
3736,2017,The Arizona Department of Health Services,2500,MED,PHYS
3737,2018,University at Buffalo,2500,EDU,HACK
3738,2011,Colorado Springs Hospital - Memorial Health System,2500,MED,INSD
3739,2011,"Avia Dental Plan, Inc.",2500,NGO,UNKN
3740,2012,"Stanford University Medical Center, Stanford Hospital and Clinics, Stanford School of Medicine",2500,MED,STAT
3741,2012,Cabinet for Health and Family Services,2500,MED,HACK
3742,2013,UniHealth SOURCE,2500,MED,PORT
3743,2018,Gwenn S Robinson MD,2500,MED,HACK
3744,2017,Professional Counseling & Medical Associates,2500,MED,HACK
3745,2017,Arizona Department of Health Services,2500,MED,PHYS
3746,2016,"Access Health Care Physicians, LLC",2500,MED,PHYS
3747,2016,"My Pediatrician, PA",2500,MED,HACK
3748,2016,Northgate Medical PC,2500,MED,DISC
3749,2015,San Franciso General Hospital and Trauma Center,2500,MED,PHYS
3750,2014,"101 Family Medical Group, Privacy Manager Breach",2500,MED,PHYS
3751,2014,Coulee Medical Center,2500,MED,PHYS
3752,2013,"Paul G. Klein, DPM",2500,MED,PHYS
3753,2013,Wood County Hospital,2500,MED,PHYS
3754,2012,"Cabinet for Health and Family Services, Department for Community Based Services",2500,MED,DISC
3755,2010,Aspen Dental Care P.C.,2500,MED,PHYS
3756,2016,Planned Parenthood of the Heartland,2506,MED,DISC
3757,2016,Planned Parenthood of the Heartland,2506,MED,DISC
3758,2018,Engle Martin & Associates,2508,BSF,HACK
3759,2014,"Courier Express/Atlanta, Courier Express/Charlotte & Courier Express US, Inc.",2523,MED,DISC
3760,2012,"Patterson Dental, Inc.",2533,MED,DISC
3762,2011,"John T. Melvin, M.D.& Associates",2541,MED,PHYS
3763,2018,Chapmanand chapman inc,2545,UNKN,UNKN
3764,2014,BLUE CROSS AND BLUE SHIELD OF KANSAS CITY,2546,MED,DISC
3765,2010,California Department of Public Health,2550,MED,PORT
3766,2012,"Metcare of Florida, Inc.",2557,MED,PHYS
3767,2012,"Jeremaih J. Twomey, F.A.C.P., P.A.",2559,MED,PHYS
3768,2012,Miami Beach Healthcare Group Ltd. dba Aventura Hospital and Medical Center,2560,MED,PHYS
3769,2010,United Micro Data,2562,MED,PHYS
3770,2010,NYU Langone Medical Center Hospital for Joint Diseases,2563,MED,PORT
3771,2010,NYU Hospitals Center,2563,MED,PHYS
3772,2018,Snider fleet solutions,2566,UNKN,UNKN
3773,2013,"St. Francis Health Network, Advantage Health Solutions",2575,MED,UNKN
3774,2012,"Advantage Health Solutions, Inc.",2575,MED,
3775,2018,Health management concepts inc,2583,UNKN,UNKN
3776,2015,CompuNet Clinical Laboratories,2584,MED,PHYS
3777,2014,"American Family Care, Inc.",2588,MED,PHYS
3778,2014,Highmark Inc.,2589,MED,PHYS
3779,2014,"State Long Term Care Ombudsmans Office, Michigan Department of Community Health",2595,MED,PHYS
3780,2017,Monticello Central School District,2598,EDU,UNKN
3781,2011,V.A. Medical Center,2600,GOV,PHYS
3782,2008,"Ohio Department of Job & Family Services, Delphi Automotive",2600,BSO,PORT
3783,2008,Prince William County Public Schools,2600,EDU,DISC
3784,2011,New York University Langone Medical Center Hospital for Join Diseases (HJD),2600,MED,PHYS
3785,2011,InStep Foot Clinic,2600,MED,PORT
3786,2013,Granger Medical Clinic,2600,MED,PHYS
3787,2013,St. Anthony,2600,MED,PORT
3788,2013,Washington Department of Social and Health Services (DSHS),2600,MED,DISC
3789,2013,St. Anthony's Physician Organization,2600,MED,PHYS
3790,2013,Granger Medical Clinic,2600,MED,PHYS
3791,2011,"InStep Foot Clinic, P.A.",2600,MED,PHYS
3792,2011,NYU Hospital for Joint Diseases Inventory Management Department,2600,MED,PHYS
3793,2010,Mount Sinai Medical Center,2600,MED,PHYS
3794,2016,Employee Benefits Division,2602,MED,DISC
3795,2016,Pulaski County Special School District-Employee Benefits Division,2602,MED,DISC
3796,2018,The northwestern mutual life insurance company,2604,UNKN,UNKN
3797,2017,"Eye Physicians, P.C.",2620,MED,HACK
3798,2011,Departamento de Salud de Puerto Rico,2621,MED,PHYS
3799,2010,University of Rochester Medical Center and Affiliates,2628,MED,
3800,2010,"Humana Inc, Matrix Imaging",2631,BSF,PHYS
3801,2010,Matrix Imaging,2631,MED,PHYS
3802,2018,Ursa farmers cooperative,2634,UNKN,UNKN
3803,2013,Godiva,2638,BSR,PORT
3804,2018,"Milligan Chiropractic Group, Inc. d/b/a Del Mar Chiropractic Sports Group",2640,MED,PHYS
3805,2012,Calif. Dept. of Health Care Services (DHCS),2643,MED,DISC
3806,2017,Valley of the Sun YMCA,2649,NGO,HACK
3807,2017,"Santa Cruz Biotechnology, Inc. ",2657,MED,PHYS
3808,2014,New Mexico VA Health Care System,2657,MED,DISC
3809,2016,American Fidelity Assurance Company,2664,MED,DISC
3810,2010,Mississippi National Guard,2672,GOV,DISC
3811,2018,"Midwestern Regional Medical Center, Inc.",2675,MED,DISC
3812,2017,Mc Mahan Thomson and Associates,2677,BSF,UNKN
3814,2014,Iron Mountain,2691,MED,PHYS
3815,2017,Automated pet care products inc,2693,UNKN,UNKN
3816,2018,North american risk services inc,2693,UNKN,UNKN
3817,2010,"Ward A. Morris, DDS",2698,MED,PHYS
3818,2012,Oak River Insurance Institute,2700,BSF,INSD
3821,2008,University of North Carolina School of the Arts,2700,EDU,DISC
3822,2011,Navos Mental Health Solutions,2700,MED,PHYS
3823,2013,Brookdale University Hospital and Medical Center,2700,MED,PORT
3824,2017,The mid- atlantic carpenters' training centers,2700,UNKN,UNKN
3825,2012,MDwise,2700,MED,DISC
3826,2013,The Brookdale Hospital and Medical Center,2700,MED,PHYS
3827,2013,"Hansen and Associates, Inc.",2700,MED,DISC
3828,2012,RightNow Technologies,2700,MED,DISC
3829,2011,Navos,2700,MED,
3830,2011,Business Express,2700,MED,PHYS
3831,2018,California college of the arts,2709,EDU,UNKN
3832,2017,Virginia Commonwealth University Health System,2716,MED,DISC
3833,2011,Aiken Community Based Outpatient Clinic,2717,MED,PHYS
3835,2017,Pharma Medica Research Inc.,2718,MED,DISC
3836,2015,"United Seating and Mobility, LLC d/b/a Numotion",2722,MED,PHYS
3837,2013,Erskine Family Dentistry,2723,MED,HACK
3838,2016,Oneida Tribe of Indians of Wisconsin,2734,MED,PORT
3839,2016,Oneida Tribe of Indians of Wisconsin,2734,MED,PHYS
3840,2010,Private Medical Practice,2739,MED,PORT
3841,2010,"Curtis R. Bryan, M.D.",2739,MED,PHYS
3842,2014,HealthTexas Provider Network,2742,MED,HACK
3843,2012,"Anchorage Community Mental Health Services, Inc.",2743,MED,UNKN
3844,2015,Career Education Corporation,2743,MED,HACK
3845,2012,Anchorage Community Mental Health Services Inc.,2743,MED,DISC
3846,2011,UCLA Health System,2761,MED,PHYS
3848,2013,Medtronic,2764,MED,PHYS
3849,2013,"Medtronic, Inc.",2764,MED,PHYS
3850,2015,Senior Health Partners,2772,MED,PORT
3851,2015,"Senior Health Partners, a Healthfirst company",2772,MED,PHYS
3852,2010,"Laboratory Corporation of America / US LABS / Dianon Systems, Inc",2773,MED,PHYS
3853,2013,Tennova Cardiology,2777,MED,PORT
3854,2011,Henry Ford Health Center,2777,MED,PORT
3855,2013,Colby DeHart,2777,MED,PHYS
3856,2012,Henry Ford Health System,2777,MED,PHYS
