,Year of Breach,Company Name,City,State,Date Made Public,Type of Organization,Total Records,Description of Incident,Information Source
3049,2010,California Department of Health Care Services,Sacramento,California,2/9/2010,GOV,"50,000","The personal security of nearly 50,000 people may have been breached by the California Department of Health Care Services. Social Security numbers were printed on the address labels of letters that were mailed by the department. State employees mistakenly included the numbers in a list of patient addresses. The list was sent to an outside contractor, who printed and mailed the envelopes.",Dataloss DB
3050,2010,Kansas City Art Institute,Kansas City,Kansas,2/9/2010,EDU,145,"About 145 employees at the Kansas City Art Institute have been notified of potential identity theft in connection with the disappearance of a computer from the campus. An Apple computer that contained Social Security numbers, dates of birth and other personal information about the school's professors and staff employees was stolen from the human resource office.",Dataloss DB
3051,2010,University of Texas Medical Branch,Galveston,Texas,2/11/2010,MED,"2,400","The University of Texas Medical Branch has mailed letters notifying 1,200 
patients that sensitive information about them had been available to a woman 
charged with identity theft in an unrelated case. Officials sent out the letters 
this week after MedAssets, which the medical branch hired to assist with billing 
from third-party payers, warned of a security breach by one of its employees. 
Law enforcement officials notified MedAssets that a former employee had been 
arrested and charged with identity theft. The person also was alleged to have 
used a stolen identity to misrepresent herself and gain employment at 
Georgia-based MedAssets and had been involved in other instances of identity 
theft. That employee is implicated in a widespread identity theft investigation 
involving cases from Texas to Wisconsin and losses upward of $1 million. UPDATE (3/9/10): Twelve hundred more letters were sent out to people whose financial information may have been exposed.UPDATE (10/14/10): From Databreaches.net: ""Katina Candrick of LaGrange, Texas, was sentences to 15 years in federal prison and ordered to pay $163,185.19 restitution for unlawful possession of fraudulent identification documents and conspiracy to commit identity theft...According to court records Candrick schemed to steal and use for her own benefit personal identification information of others, which she used to pay for living expenses, vehicles and other items.  From July 6, to November 13, 2009, Candrick was employed as a Patient Account Representative by MedAssets.""",Dataloss DB
3052,2010,Equifax,Atlanta,Georgia,2/11/2010,BSF,35,"An unknown number of current and former employees of credit reporting firm 
Equifax received W-2 forms in the mail with their Social Security numbers 
visible through a window on the envelope. Some of the tax forms mailed by 
Equifax's payroll vendor through the U.S. Postal Service had the Social Security 
number in a Control Number field, which was partially or fully viewable through 
the return address window.  ",Dataloss DB
3053,2010,West Memphis Police Department,Memphis,Tennessee,2/15/2010,GOV,0,"FBI is investigating, after the security of the West Memphis Police Department's computer network was apparently compromised. The FBI had information that somebody had used a computer that shouldn't have used it. The suspect in the breach was a detective in the police department. Files containing the names and Social Security numbers of police department employees were stored on the computer network, making the employees vulnerable to identity theft.",Dataloss DB
3054,2010,New York Social Security Administration,New York,New York,2/16/2010,GOV,969,"A computer disc containing detailed personal information about 969 New Yorkers was lost by a Social Security Administration employee traveling to Queens from the Bronx. The disc was lost as the employee was going to the Queens Social Security hearing office, and the information on it included administrative decisions, medical evidence and internal agency documents containing people’s names and Social Security numbers.",Dataloss DB
3055,2010,Eclipse Property Solutions,St. Petersburg,Florida,2/16/2010,BSO,0,"A St. Petersburg man has been charged with stealing customers' credit card numbers from a marketing company he worked for to buy nearly $30,000 in dinners, limos and other luxuries. The man and another employee listened from their cubicles as co-workers repeated customer credit card information aloud to confirm accounts.",Dataloss DB
3056,2010,Cardiology Consultant Inc.,Pensacola,Florida,2/17/2010,MED,"8,000","Cardiology Consultants Inc. today reported that a laptop used to process ultrasound images was stolen from one of its Pensacola offices. The computer did not contain patient financial information or Social Security numbers. The stolen computer did contain the first and last names, dates of birth, medical record numbers, exam dates and in some cases, the reason for the ultrasound.",Dataloss DB
3057,2010,Southern Illinois University,Carbondale,Illinois,2/17/2010,EDU,900,"A computer security breach at Southern Illinois University may have put hundreds 
of alumni at risk of identity theft. A faculty member's computer in the 
Mathematics Department was found to be infected with malicious software. When 
the computer files were searched, university officials discovered there were 
Social Security numbers for approximately 900 students who took introductory 
math classes at SIU in 2004 and 2005 stored on the hard drive.",Dataloss DB
3058,2010,Dairy Queen,Hanceville,Alabama,2/17/2010,BSO,0,"Hanceville police are cautioning residents to be on guard against a 
sophisticated debit card wire scam that has leached hundreds of thousands of 
dollars from customers whose card numbers have been stolen remotely from pay 
terminals at one or more local businesses. The primary target in the theft so 
far has been the Dairy Queen restaurant. It's unsure whether this is ultimately 
involving other businesses. At the Dairy Queen location, somebody has apparently 
tapped into the Internet server and hacked into the debit card system. They are printing the customers’ debit card numbers and using them all over 
California and Georgia.",Dataloss DB
3059,2010,Valdosta State University,Valdosta,Georgia,2/19/2010,EDU,"170,000","A Valdosta State server that was reported as being breached could have exposed 
the information of up to 170,000 students and faculty. Valdosta State officials 
reported the discovery of a breach on Dec. 11 and estimated it began on Nov. 11. The university said the grades and Social Security numbers of up to 170,000 
students and faculty were exposed in the breach.",Dataloss DB
3060,2010,TennCare,Nashville,Tennessee,2/19/2010,MED,"3,900","An electronic error caused information such as Social Security numbers for about 3,900 enrollees to be sent to incorrect addresses. The error was the result of a modification to the system that pulls addresses into an electronic file for TennCare, the state's expanded Medicaid program. Letters and cards that contained one or more pieces of personal information were sent to incorrect addresses.",Dataloss DB
3061,2010,Citigroup,New York,New York,2/24/2010,BSF,"600,000","About 600,000 Citigroup customers got a shock earlier this month when
they received their annual tax documents with their Social Security
numbers printed on the outside of the envelope. The digits were not
identified as a Social Security number, and they were printed at the
lower edge of the mailing envelope with other numbers and letters that
together resembled a mail routing number.",Dataloss DB
3062,2010,Wyoming Department of Health,Cheyenne,Wyoming,2/25/2010,GOV,"9,000","The personal information of about 9,000 children in the state's children's 
health insurance program could have been exposed on the Internet. The error 
resulted in the names, birthdays, Social Security numbers, addresses and phone 
numbers of Kid Care CHIP participants being accessible on an unsecured Web page 
for months.",Dataloss DB
3063,2010,Shands at UF,Gainesville,Florida,3/2/2010,MED,"12,500","Shands at UF sent notification letters to about 12,500 people Monday warning them that a laptop containing their personal and medical information was stolen. An employee had uploaded the information onto his home laptop for work-related purposes. The laptop held information about patients referred to the gastroenterology clinical services department. Included were names, addresses, medical record numbers, and in the case of 650 patients, Social Security numbers.",Dataloss DB
3064,2010,Open Door Clinic of Greater Elgin,Elgin,Illinois,3/2/2010,MED,260,"According to a lawsuit, the clinic stores patient information, including Social Security numbers, addresses, telephone numbers, insurance information and medical history on a file-sharing network. That network is accessible to employees’ personal laptops and home computers. A spreadsheet with information of about 260 of its patients was leaked as a result of the installation and use of file sharing software on computers containing patients’ personally identifiable information.",Dataloss DB
3065,2010,Arkansas Army National Guard,Camp Robinson,Arkansas,3/5/2010,GOV,"35,000","An external hard drive has gone missing. Approximately 35,000 current and former members of the Arkansas Army National Guard are affected by the loss. The drive included names, Social Security numbers and other personal information which potentially places the affected soldiers at risk for identity theft.UPDATE (5/18/10): The external hard drive containing personal information on over 32,000 current and former Arkansas Guardsmen that was reported missing on February 22 has now been recovered and destroyed. The drive was reported missing by an Arkansas Soldier who used the device as a personal backup of his work related information. This included a copy of the Guard's personnel database which contained personal information on all Soldiers who have served in the Arkansas Army National Guard since 1991.",Dataloss DB
3066,2010,UT Southwestern Medical Center,Dallas,Texas,3/5/2010,MED,200,"UT Southwestern recently sent out a mass mailing to 10,000 of its patients, 
claiming that a former employee disclosed patients' information to a third party 
that intended to use it for credit, loans and open bank accounts. UT 
Southwestern representatives claim 200 patients were actually affected.",Dataloss DB
3067,2010,Westin Bonaventure Hotel & Suites,Los Angeles,California,3/6/2010,BSO,0,"Westin Bonaventure Hotel & Suites four restaurants in Lake View Bistro, Lobby Court Bar, Bonavista Lounge and L.A. Prime., along with its valet parking operation, may have been hacked at some time between April and December, disclosing names, credit card numbers and expiration dates printed on customers' debit and credit cards.",Dataloss DB
3068,2010,LPL Financial,Boston,Massachusetts,3/9/2010,BSF,0,"An unencrypted portable hard drive was stolen from a car of an LPL representative. As a result of the theft, private client information, including names, addresses, dates of birth and Social Security numbers may have been breached.",Dataloss DB
3069,2010,Thrivent Financial for Lutherans,Mechanicsburg,Pennsylvania,3/10/2010,BSF,"9,386","Thrivent Financial for Lutherans, Minneapolis, experienced a break-in at one of its offices in Pennsylvania. A laptop computer was among the items stolen. The laptop had safeguards to protect sensitive information, including strong password protection and encryption. But Thrivent Financial says the information stored on the laptop may be at risk. The information on the laptop was personal information, including names, addresses, Social Security numbers and health information.",Dataloss DB
3070,2010,monoprice.com,Rancho Cucamonga,California,3/11/2010,BSR,0,"The company took their web site offline, after it received e-mails and phone calls from several customers complaining about fraudulent charges on their debit and credit cards that they had used on monoprice.com.",Dataloss DB
3071,2010,Nuance Communications Inc.,Burlington,Massachusetts,3/13/2010,BSO,"1,191","Nuance Communications Inc., a Burlington speech technology company, reported a laptop stolen from a locked car in Burlington may have contained personal information such as names and Social Security numbers of 1,191 Massachusetts residents.The company notified its employees, installed security and encryption software on laptops, and purchased credit monitoring services for those workers whose information was on the laptop.",Dataloss DB
3072,2010,St. Louis Metropolitan Police Department,St. Louis,Missouri,3/13/2010,GOV,24,"24 people may have had their personal information compromised following the cyber attack of one computer in the St. Louis Metropolitan Police Department. The attack came through an e-mail. The department’s website was not attacked. The names, addresses and Social Security numbers of the 24 people may have been viewed.",Dataloss DB
3073,2010,Vanderbilt University,Nashville,Tennessee,3/18/2010,EDU,"7,174","A professor's desktop computer, containing the names and Social Security numbers of 7,174 current and former students was stolen some time during the weekend of Feb. 6.",Dataloss DB
3074,2010,"California State University, Los Angeles  (Cal State Los Angeles)",Los Angeles,California,3/18/2010,EDU,232,Cal State Los Angeles has notified 232 former students that a computer stolen from the mathematics department office last month may have contained personal information such as their Social Security numbers and grades.,Dataloss DB
3075,2010,Mary's Pizza Shack,Sonoma,California,3/18/2010,BSO,50,"The Plaza location of Mary's Pizza Shack has been identified as the target of Internet hackers who penetrated the restaurant's computer system with a ""logger"" virus that captured credit card numbers at the transaction terminal. Only credit card numbers were taken by the virus, Albano emphasized, no personal identification information, such as Social Security numbers or bank account records were exposed, although VISA and MasterCard debit accounts were apparently raided. Trustwave identified and removed the virus doing the damage.",Dataloss DB
3076,2010,"National Realty and Investment Advisors, LLC",Hoboken,New Jersey,3/19/2010,BSF,0,"Certain consumer information was accessed without proper authorization on March 9, 2010. Names and addresses were accessed, as well as additional information that may have included Social Security numbers, dates of birth and/or account numbers.",Dataloss DB
3077,2010,Connecticut Office of Policy and Management,Hartford,Connecticut,3/23/2010,GOV,"11,000","Police are investigating the theft of personal information — including Social Security numbers, names and addresses — from as many as 11,000 people who had applied for furnace rebate programs with the state. The investigation by Hartford and state police has led them to a woman who worked at the state Office of Policy and Management from May 2008 until May 2009. There have been no arrests. The state collected Social Security numbers because the refunds are federally taxable and the state was required to send a 1099 tax form to the recipients.",Dataloss DB
3078,2010,H&R Block,Chicago,Illinois,3/23/2010,BSF,60,"After Highland, Ind., police pulled over a driver for suspicion of driving under the influence. A search of the car uncovered a treasure-trove of evidence: a file box full of H&R Block client information, numerous blank W-2 forms, more than 100 debit cards and yellow legal pads with columns of Social Security numbers, PIN numbers, dates of tax filings and whether the returns had been accepted or rejected. The two women stole the identities of more than 60 H&R Block customers from the East Chicago branch. Fraudulent tax returns were then filed in their names since January, and refunds went to bank accounts set up by the two, the complaint alleged. IRS agents have found 17 bank accounts with deposits totaling almost $290,000.",Dataloss DB
3079,2010,Evergreen Public Schools,Vancouver,Washington,3/25/2010,EDU,"5,000","A 21-year-old former Evergreen Public Schools student has pleaded guilty to criminal charges in connection with a computerized payroll security breach that put more than 5,000 past and current Vancouver district school employees at risk of identity theft. The man had ""shoulder-surfed"" a password from an Evergreen school employee while still a student there.",Dataloss DB
3080,2010,Northwestern Medical Faculty Foundation,Chicago,Illinois,3/25/2010,MED,245,"The Cook County Sheriff’s Department has uncovered an identity theft ring, a limited part of which may involve an employee of Millard Cleaning Service, the service contracted to clean the Foundation’s offices. The suspect may have stolen information from paper records, including names, dates of birth, Social Security numbers, and addresses. NMFF has reviewed the Sheriff’s Department’s list of identity theft victims in Illinois and other states. It has identified approximately 65 people who were recent patients of NMFF, and it is contacting those who are known identity theft victims and offering assistance. While the Sheriff’s Department has identified hundreds of other identity theft victims, the majority of them have no connection to NMFF and their personal information was not stolen from NMFF. UPDATE (3/25/10): At least seven individuals linked to the Millard Cleaning Service janitor have been connected to the theft ring.",Dataloss DB
3081,2010,Educational Credit Management Corporation,ST. Paul,Minnesota,3/26/2010,BSF,"3,300,000","ECMC, a guarantor of federal student loans, said that a theft has occurred from its headquarters involving portable media with personally identifiable information. The data was in two stolen safes and contained information on approximately 3.3 million individuals and included names, addresses, dates of birth and Social Security numbers. No bank account or other financial account information was included in the data. UPDATE (4/16/10): The information was recovered shortly after the theft and discovered weeks later in a police evidence room.",Dataloss DB
3082,2010,Three Rivers Community College,Norwich,Connecticut,3/30/2010,EDU,0,Three Rivers Community College may have suffered a security breach due to unauthorized access to its computer network. Data made vulnerable in the breach included names and Social Security numbers. Those affected would have been involved in the following programs during these years: 1997-2009: Participants in the Real Estate programs2004-2009: Participants in the Life Long Learners programs 2003-2006: Participants in the Patient Care Technicians programs2004-2006: Participants in the Certified Nursing Assistant programs2004-2005: Participants in the Electric Boat academic programs2007-2008: Participants in the Bridges to Health Care Careers programs2006-2008: Participants in the Photons for Educators programs2004-2009: Faculty or staff members of the Three Rivers Continuing Education office.,Dataloss DB
3083,2010,Naval Facilities Engineering Service Center,Port Hueneme,California,4/2/2010,GOV,244,"More than 200 employees were notified that a non-government entity may have seen their personal information. The non-government entity were lawyers for two of three workers who fought a security access suspension against them. It take the Navy 17 months to inform employees at the Naval Facilities Engineering Service Center in Port Hueneme, California, that their Social Security numbers had been inadvertently released.",Dataloss DB
3084,2010,John Muir Physician Network,Walnut Creek,California,4/5/2010,MED,"5,450","John Muir Health, the Walnut Creek-based hospital system, has begun notifying 5,450 patients by mail of a potential breach of their personal and health information. Two months ago two laptop computers at the John Muir Physician Network Perinatal office in Walnut Creek were stolen. The laptops were password protected and contained data in a format that would not be readily accessible. External vendors and internal experts discovered that the missing laptops contained personal and health information going back more than three years.",Dataloss DB
3085,2010,Providence Hospital,Southfield,Minnesota,4/6/2010,MED,12,"The hospital has sent letters alerting patients that a hard drive used for backing up data has been ""lost or stolen from a locked office suite. The hospital explained that the data included patient names, medical record numbers and/or clinical information, addresses and phone numbers of some employees, and what the hospital called proprietary businesses information. The hospital would not comment on how many patients may be affected, but said only 12 patients' Social Security numbers were on the hard drive.",Dataloss DB
3086,2010,St. Francis Hospital,Tulsa,Oklahoma,4/8/2010,MED,60,"A Sand Springs woman has been indicted on allegations that she used personal identifying information she copied from her then-employer's computer system as part of a scheme involving fraudulent credit cards and stolen mail. The indictment was released Wednesday in federal court in Tulsa and states that the 45 year old woman exceeded her computer-access authority at St. Francis Hospital to obtain information such as Social Security numbers and dates of birth of at least 60 people.UPDATE (11/24/10): A second woman was sentenced for her role in the credit card fraud case. Both women had been employed at Saint Francis.  Patient names, Social Security numbers and addresses obtained between August 6 and December 28 of 2009 were used to illegally obtain credit cards.",Dataloss DB
3087,2010,ManorCare Health Services,Wheaton,Maryland,4/8/2010,MED,0,"Montgomery County's Department of Health and Human Services is looking into how numerous Wheaton nursing home papers containing sensitive patient information have made their way into nearby neighbors' yards over the past few months. The county sent a nursing home inspector to investigate complaints from residents in the Wheaton Regional Park Civic Association who said they have found internal documents from the nearby ManorCare Health Services that contain patient conditions, names and Social Security numbers. The inspector cited ManorCare for inappropriate conduct. ",Dataloss DB
3088,2010,Mad Capper Saloon & Eatery,Stillwater,Minnesota,4/9/2010,BSR,200,"Police have received about 80 complaints of victims' whose credit cards have been compromised. The police have connected the scam to cards used at the Mad Capper Saloon & Eatery. The owner of the Mad Capper Saloon & Eatery has been cooperating with police, he is frustrated that somehow his 30-year-old business is linked to identity theft. The restaurant's owner, has taken steps to make sure his customers are protected. ""We've looked into our credit card processing. We've looked into our software program -- our routers in the building, We've scanned everything -- combed it with a fine tooth comb and we can't find anything off of it, so its frustrating.""UPDATE (4/10/10): The number of people affected is now nearing 200.",Dataloss DB
3089,2010,Charles Schwab,Albany,New York,4/9/2010,BSF,0,"A Russian national was sentenced to 37 months in prison for hacking into victims' brokerage accounts at Charles Schwab, laundering more than $246,000 and sending a portion back to co-conspirators in Russia. The man also sold approximately 180 stolen credit card numbers to a cooperating witness and directed that they be fabricated into credit cards. According to the indictment, from approximately September 2006 through December 2007 two men participated in a scheme to steal funds from bank and brokerage accounts by hacking into those accounts through the Internet, using personal financial information obtained through a Trojan computer viruses and then laundering the stolen proceeds.",Dataloss DB
3090,2010,Hollywood Video,Sparks,Nevada,4/9/2010,BSR,0,"This Hollywood Video like many others has closed. Hundreds, perhaps thousands of pieces of paper, receipts, records and worst of all membership forms, were exposed.  It appears they were not even placed in the dumpster, but left out in the open and scattered everywhere by the wind. On these forms were names, addresses, birth dates, I-D numbers, credit card numbers and signatures.",Dataloss DB
3091,2010,Virginia Beach Dept. of Social Services,Virginia Beach,Virginia,4/13/2010,GOV,0,"At least eight human services employees, including supervisors, have been fired or disciplined in the past year for wrongfully accessing confidential and personal information about former employees, family members and clients. The violations include a boss who forced her employees to gather information from a state database about her husband's child and a worker who checked on the status of a dead client's Medicaid benefits to help the client's family. Most of the cases stemmed from the agency's financial assistance department, which handles food stamps, Medicaid assistance, grants for the disabled and emergency relief for needy families. As part of their jobs, the 330 employees in the department who provide social services have varying degrees of access to secured databases. They need the information to determine whether a client qualifies for financial help.",Dataloss DB
3092,2010,St. Peter's Hospital,Albany,New York,4/13/2010,MED,0,"An East Greenbush man who worked as a medical records clerk at St. Peter's Hospital is accused of stealing personal information from patient's files to open credit card accounts. The man allegedly stole Social Security numbers and other personal information from patient's records, then used the data to open credit card accounts for making personal purchases online. The man was charged April 12 with five counts of felony second-degree forgery, three counts of felony second-degree identity theft and three counts of misdemeanor second-degree criminal impersonation.",Dataloss DB
3093,2010,Affinity Health Plan,Bronx,New York,4/21/2010,MED,"409,262","Affinity Health Plan, a New York managed care service, is notifying more than 400,000 current and former customers employees that their personal data might have been leaked through the loss of an unerased digital copier hard drive. Some personal records were found on the hard drive of a copier found in a New Jersey warehouse. The copier had previously been leased by Affinity and was then returned to the leasing company. Affinity Health Plan says it has not had a chance to review the data found on the copier. The figure of 409,262 notifications includes former and current employees, providers, applicants for jobs, members, and applicants for coverage.UPDATE (08/15/2013): Affinity Health Plan will pay more than $1.2 million in HIPAA violations as a result of the breach.",Dataloss DB
3094,2010,US Army Reserve,Fort Totten,New York,4/21/2010,GOV,"12,000","The Army is warning about 12,000 military and civilian personnel once associated with a reserve command based at Fort Totten that they should check their credit records, after discovering that it cannot locate files containing information that could make them vulnerable to identity theft. The records cover reservists from Long Island, New York City and upstate who were assigned to the 77th Regional Readiness Command and its subordinate units from 2001 until the unit was absorbed by the 99th Regional Support Command in 2008. The files were discovered missing when the new command asked for an accounting of the old unit’s records. They could have been burned, shredded or stolen.",Dataloss DB
3095,2010,Massachusetts Eye and Ear Infirmary,Boston,Massachusetts,4/21/2010,MED,"3,526","On February 19, 2010, a laptop belonging to a physician affiliated with the Massachusetts Eye and Ear Infirmary was stolen while the physician was lecturing in South Korea. The laptop belonged to a neurologist with a particular focus on ringing in the ears, or tinnitus. The following types of information about affected individuals associated with Mass. Eye and Ear may have been present on laptop, names, addresses, telephone numbers, emails, date of birth and age, sex, medical record numbers, dates of service, medical information, including diagnoses, symptoms, test results, and prescriptions, name and contact information for patient pharmacies, and research participant status. In addition, four individuals’ information also included their pharmacy insurance account number.UPDATE (09/17/2012): Massachusetts Eye and Ear Infirmary and Massachusetts Eye and Ear Associates Inc. agreed to pay the U.S. Department of Health and Human Services (HHS) $1.5 million to settle potential violations of the Health Insurance Portability and Accountability Act (HIPAA) Security Rule.  An HHS Office for Civil Rights investigation indicated that Mass. Eye and Ear failed to take necessary steps to comply with certain requirements of the Security Rule.  These steps include conducting a thorough analysis of the risk to the confidentiality of electronic protected health information (ePHI) maintained on portable devices, implementing security measures sufficient to ensure the confidentiality of ePHI that Mass. Ear and Eye created, maintained, and transmitted using portable devices, adopting and implementing policies and procedures to restrict access to ePHI to authorized users of portable devices, and adopting and implementing policies and procedures to address security incident identification, reporting, and response. Mass. Ear and Eye will also have to adhere to a corrective action plan to address these issues. The full HHS disclosure can be read here: http://www.hhs.gov/news/press/2012pres/09/20120917a.html",Dataloss DB
3096,2010,Brooke Army Medical Center,San Antonio,Texas,4/21/2010,MED,"1,272","An Army three-ring binder that may have included detailed information on soldiers and families being treated at Brooke Army Medical Center was stolen on Oct. 16 from a car belonging to a case manager. Names, phone numbers and health information of 1,272 patients being treated at hospitals may have been breached by the car break-in.",Dataloss DB
3097,2010,JE Systems Inc.,Fort Smith,Arkansas,4/22/2010,BSF,0,"The company in Arkansas lost more than $110,000 this month when hackers stole the firm’s online banking credentials and drained its payroll account. On Wednesday, Apr. 7, Ft. Smith based JE Systems Inc. received a call from its bank stating that the company needed to move more money into its payroll account. Over the course of two days, someone had approved two batches of payroll payments — one for $45,000 and another for $67,000. A few days later, the First National Bank of Fort Smith sent JE Systems a letter saying the bank would not be responsible for the loss. It was their internet address that was used to process the payments, and their online banking user name and password.",Dataloss DB
3098,2010,ESB Financial,Ellwood City,Pennsylvania,4/23/2010,BSF,"3,097","ESB Financial officials announced that a data backup seven years ago had inadvertently been sent to an unauthorized storage source. Only checking and money-market account information was backed up to the incorrect outside data-storage company. A total of 3,097 customers could have been affected by the backup. Names, addresses, account numbers and, in some cases, Social Security numbers, would have been available to someone who found them on the Internet. However, the jumble of numbers would not have been easily recognizable and ESB was not identified as the source of the information.",Dataloss DB
3099,2010,Chattanooga State,Chattanooga,Tennessee,4/23/2010,EDU,"1,700","Nearly two thousand students records from Chattanooga State are missing. The company hired to scan the documents, mishandled them. The school took the records to a company, United Imaging in Walker County, where the papers would be converted to computer discs. The school was contacted by individuals who said there was something awry going on at this scanning site. That's when the school found their records in disarray, and brought them back. The papers included students' names, Social Security numbers, addresses, phone numbers, some even contained high school transcripts. Chattanooga State went through each item, hand by hand, and found nearly 2000 missing documents from 2007.",Dataloss DB
3100,2010,Blippy.com,Palo Alto,California,4/23/2010,BSO,0,Blippy is a social Web service that lets users share with the world all their credit card transactions. One big problem though: Blippy appears to have inadvertently published some of its users' credit card numbers. Google search resulted in viewing of some of the credit card numbers.,Dataloss DB
3101,2010,DRC Physical Therapy Plus,Monticello,New York,4/23/2010,MED,0,"Officials have seized hundreds, perhaps thousands, of files containing Social Security numbers and other private patient information found dumped outside the shuttered office of DRC Physical Therapy Plus. The manila folders, dating back to at least 1998, include information sheets showing the names, addresses and birth dates of patients and, in some cases, Social Security numbers. Deputies impounded a dump truck loaded with patient files and about a dozen or so boxes stacked inside the bucket of a front-loader. ",Dataloss DB
3102,2010,Hutcheson Medical Center,Chattanooga,Tennessee,4/23/2010,MED,0,"Anyone who peered inside the mixed paper bin at the Dupont Recycling Center in May of 2009 got an eyeful. Files, in plain sight, which contained sensitive medical and identity information. Authorities don't know how those thousands of files got there. Some of the records came from Hutcheson and a plastic surgery office in the area. The information inside those files included graphic photos, and Social Security numbers. ",Dataloss DB
3103,2010,The Medical Center,Bowling Green,Kentucky,4/28/2010,MED,"5,418","The Medical Center at Bowling Green is notifying 5,418 patients whose medical information may have been breached when a computer hard drive was stolen. The computer hard drive was taken from the hospital's mammography suite and contained information from patients who underwent bone density testing between 1997 and 2009.",Dataloss DB
3104,2010,Montana Tech,Butte,Montana,4/28/2010,EDU,260,"A Montana Tech employee mistakenly included the personal information of former students in an e-mail message sent to faculty, staff and students last week. The e-mail was an invitation to watch students present their research projects. But the file that this year's information was taken from included the names, addresses, Social Security numbers and in some cases birth dates of students whose research projects were done from 1998 through 2005.",Dataloss DB
3105,2010,St. Jude Heritage Medical Group,Orange,California,4/29/2010,MED,"20,000","20,000 patients may have had their personal information stolen after a break-in at the St. Jude Heritage Healthcare Clinical Management Services building in Fullerton. The thieves stole five computers. The stolen patient data included Social Security numbers, dates of birth and in some cases, health related information.",Dataloss DB
3106,2010,Our Lady of Peace,Louisville,Kentucky,4/30/2010,MED,"24,600","A flash drive containing personal information on 24,600 patients is missing from Our Lady of Peace psychiatric hospital. The drive contained the following information on patients admitted since 2002: patient names, room numbers, insurance company names and admission and discharge dates. It didn’t include diagnoses or treatments, Social Security numbers, dates of birth, telephone numbers or addresses for these patients. The drive also included the following information on patients assessed since 2009 but never admitted: name, date of assessment, date of birth and the time they left the hospital. For these patients, the information on the drive didn’t include diagnoses or treatments, Social Security numbers, telephone numbers, addresses or insurance information.",Dataloss DB
3107,2010,Millennium Medical Management Resources,Westmont,Illinois,5/4/2010,MED,"180,111","Health records belonging to patients were stolen in a break-in. The records were on a portable hard drive and stolen from the Westmont office of Millennium Medical Management Resources. Millenium believes the hard drive contained personally identifiable information about EHP patients including name, address, phone, date of birth, and Social Security number.  In some cases other information such as diagnosis, procedure (and/or codes), medical record number, account number, drivers license number and health insurance info. It was NOT encrypted.",Dataloss DB
3108,2010,FHG Finance,Pleasant Hill,California,5/7/2010,BSF,300,"The financial and personal details of about 300 property loan applicants were compromised when confidential documents were mistakenly tossed into an outdoor waste bin. The documents, which contained bank account and Social Security numbers, were found by employees at a neighboring store, who alerted FHG. The company padlocked the trash bin until the documents could be shredded.",Dataloss DB
3109,2010,Fast Cash,Knoxville,Tennessee,5/7/2010,BSF,0,"Hundreds, maybe thousands, of documents with personal information were dumped behind a shopping center. The documents scattered around a dumpster behind the business listing Social Security numbers, names, addresses, bank account numbers and signatures.",Dataloss DB
3110,2010,Bureau of Engraving and Printing,Washington,District Of Columbia,5/7/2010,BSF,0,"Hackers have caused the Bureau of Engraving and Printing (BEP), a part of the US Department of the Treasury, to shut down a number of websites. The BEP confirmed to IT PRO that the hosting company it uses experienced an intrusion and as a result of the breach numerous websites were affected, including non-BEP sites. Those URLs are: bep.gov; bep.treas.gov; moneyfactory.gov and moneyfactory.com. BEP has since suspended the website. The chief research officer at IT security company AVG, indicated that the BEP websites had a line of code injected into them. Upon accessing the US Treasury website (treas.gov, bep.gov, or moneyfactory.gov), the iframe silently redirects victims through statistic servers and exploit packs which will carry the victim onto the second stage of the attack. The exploit kit determined that Java was the “best method” for infecting his test machine. Once infected, users' web browsers will start directing them to ads and “other nasty things” like rogueware.",Dataloss DB
3111,2010,New Mexico Medicaid,Santa Fe,New Mexico,5/11/2010,GOV,"9,500","A employee of a subcontractor for the company that processes claims and provides dental benefits for the State’s Medicaid program, filed a stolen car report for a vehicle whose trunk contained an ”unencrypted” laptop loaded with patient information. The patient information in the laptop included name, health plan identification number, which in some cases is the individual’s Social Security number, and a provider identification number but not the name of the provider. The agency sent out a message today saying that it was in the process of notifying 9,500 New Mexicans who use its Medicaid Salud plan of a possible security breach.",Dataloss DB
3112,2010,Army Reserve/Serco Inc.,Morrow,Georgia,5/13/2010,GOV,"207,000","A laptop containing the names, address and Social Security numbers of more than 207,000 Army reservists has been stolen from a government contractor in Georgia. A CD-Rom containing the personal identifiable information was in one of three laptops stolen from the Morrow, Ga., offices of Serco Inc., a government contractor based in Reston, Va. The other laptops did not contain sensitive personal information. Serco had a contract with the U.S. Army's Family and Morale, Welfare and Recreation Division, so some of the pilfered information also could belong to reservists' family members.",Dataloss DB
3113,2010,Department of Veterans Affairs,Washington,District Of Columbia,5/14/2010,GOV,616,The Department of Veterans Affairs has suffered another possible breach of private data as a thief recently stole an unencrypted laptop that had held the Social Security numbers and other information of 616 veterans. Theft of the laptop was owned by a contractor and not the VA.,Dataloss DB
3114,2010,Los Angeles Firemen's Credit Union,Los Angeles,California,5/15/2010,BSF,0,"An ""extremely small percentage"" of member files were not properly moved when the CU relocated from an old location. The data that could have been compromised included members names, addresses, phone numbers, account numbers, Social Security numbers and other identifiers. The CU sought to reassure members that it did not believe any of their information had been compromised and that the CU had “state of the art protocols” available to validate member identifies. The CU also arranged for CU members who chose to do so to be able to enroll in a credit monitoring service for the next two years at no cost to them.",Dataloss DB
