Date Made Public,Company,City,State,Type of breach,Type of organization,Total Records,Description of incident,Information Source,Source URL,Year of Breach,Latitude,Longitude,,,
4/25/2014,HealthTexas Provider Network,,TX,HACK,MED,2742,"Location of breached information: Hacking/IT Incident
Business associate present: No",US Department of Health and Human Services,https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf,2014,,,,,
4/17/2012,"Anchorage Community Mental Health Services, Inc.",Anchorage,Alaska,UNKN,MED,2743,"An unauthorized disclosure involving a computer or computers resulted in the exposure of protected health information.  The breach occurred sometime between December 20, 2011 and January 4, 2012.  This breach was reported on the HHS website.",Dataloss DB,,2012,61.218056,-149.900278,,,
3/19/2015,Career Education Corporation,,IL,HACK,MED,2743,"Location of breached information: Hacking/IT Incident
Business associate present: Yes",US Department of Health and Human Services,https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf,2015,,,,,
3/3/2012,Anchorage Community Mental Health Services Inc.,,AK,DISC,MED,2743,"Location of breached information: Unauthorized Access/Disclosure
Business associate present: No",US Department of Health and Human Services,https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf,2012,,,,,
11/4/2011,UCLA Health System,,CA,PHYS,MED,2761,"Location of breached information: Theft
Business associate present: No",US Department of Health and Human Services,https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf,2011,,,,,
2/15/2019,"OneDigital/Digital Insurance, LLC",,GA,PHYS,MED,2763,"Location of breached information: Theft
Business associate present: Yes",US Department of Health and Human Services,https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf,2019,,,,,
8/2/2013,Medtronic,Fridley,Minnesota,PHYS,MED,2764,A box of training records went missing from a Medtronic facility in Minnesota.  Most of the records dated back to 2008.  People who received training in using insulin pumps or continuous glucose monitoring devices may have been affected. A limited number of patients had their Social Security numbers exposed.  Those who may have been affected were notified in early July.,PHIPrivacy.net,,2013,45.086077,-93.263282,,,
7/10/2013,"Medtronic, Inc.",,MN,PHYS,MED,2764,"Location of breached information: Theft
Business associate present: No",US Department of Health and Human Services,https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf,2013,,,,,
2/6/2016,Senior Health Partners,New York,New York,PORT,MED,2772,Health and Human Services has reported a breach with Senior Health Partners when a portable device was stolen.More Information:https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf;jsessionid=9BF4AF...,Government Agency,,2015,40.713329,-74.010158,,,
2/6/2015,"Senior Health Partners, a Healthfirst company",,NY,PHYS,MED,2772,"Location of breached information: Theft
Business associate present: No",US Department of Health and Human Services,https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf,2015,,,,,
4/1/2010,"Laboratory Corporation of America / US LABS / Dianon Systems, Inc",,AZ,PHYS,MED,2773,"Location of breached information: Theft
Business associate present: No",US Department of Health and Human Services,https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf,2010,,,,,
12/20/2013,Tennova Cardiology,Nashville,Tennessee,PORT,MED,2777,"The October 22 theft of a laptop from a transcription contractor working with Tennova Cardiology resulted in the exposure of patient information.  The laptop was not encrypted and included names, dates of birth, physician names, and health information (No Social Security numbers or financial information reported).",Media,,2013,36.162664,-86.781602,,,
2/24/2011,Henry Ford Health Center,Detroit,Michigan,PORT,MED,2777,"An employee misplaced a flash drive with sensitive patient information.  The flash drive was lost on January 31 and investigators began the process of determining what happened and what information was on the flash drive on February 8.  Patients tested for urinary tract infections between July and October of 2010 may have had their names, medical record numbers, test information and results exposed.",PHIPrivacy.net,,2011,42.331427,-83.045754,,,
12/19/2013,Colby DeHart,,TN,PHYS,MED,2777,"Location of breached information: Theft
Business associate present: Yes",US Department of Health and Human Services,https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf,2013,,,,,
11/5/2012,Henry Ford Health System,,MI,PHYS,MED,2777,"Location of breached information: Loss
Business associate present: No",US Department of Health and Human Services,https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf,2012,,,,,
2/23/2011,Henry Ford Hospital,,MI,PHYS,MED,2777,"Location of breached information: Loss
Business associate present: No",US Department of Health and Human Services,https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf,2011,,,,,
7/16/2014,Bay Area Pain Medical Associates,Sausalito,California,STAT,MED,2780,"Bay Area Pain Medical Associates have notified patients of a data breach when several of their desktop computers were stolen. There were approximately 2,780 patients first and last names, number of years the patients had been seen at their practice. The are reporting that the computer data was encrypted and inaccessible, there was an Excel spreadsheet that containing this information that could have possibly been accessed. No Social Security numbers, dates of birth, financial information, contact information or medical information was exposed.The facility is offering 12 months free of AllClearID. Those affected can call 1-877-579-2269.",California Attorney General,,2014,37.868158,-122.500181,,,
7/16/2014,Bay Area Pain Medical Associates,,CA,PHYS,MED,2780,"Location of breached information: Theft
Business associate present: No",US Department of Health and Human Services,https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf,2014,,,,,
7/21/2017,Kaleida Health,,NY,HACK,MED,2789,"Location of breached information: Hacking/IT Incident
Business associate present: No",US Department of Health and Human Services,https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf,2017,,,,,
5/18/2018,UT Physicians,,TX,DISC,MED,2793,"Location of breached information: Unauthorized Access/Disclosure
Business associate present: No",US Department of Health and Human Services,https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf,2018,,,,,
1/2/2008,Workers Compensation Fund,Salt Lake City,Utah,PORT,BSO,2800,"Officials with one of Utah's largest 
            insurance companies are searching for a stolen laptop containing Social 
            Security numbers and other personal information for about 2,800 people 
            and 1,400 companies. The computer was taken from a car parked in the 
            home garage of an auditor for the Workers Compensation Fund.",Dataloss DB,,2008,40.760779,-111.891047,,,
10/9/2015,Humana,Wausau,Wisconsin,PORT,BSF,2800,"Humana is notifying Wisconsin members of a breach of customers information after an 
employee’s vehicle was broken into and a company laptop was 
stolen along with a file containing customer information. 
The information compromised included member names, dates of birth, Humana and clinic names. The documents also included Humana member identification numbers of 250 of those individuals.More information: http://www.wsaw.com/home/headlines/Laptop-with-Humana-member-information...",Media,,2015,38.569308,-121.355712,,,
8/31/2017,Kaleida Health,New York,New York,HACK,MED,2800,"""Kaleida Health, New York’s largest provider, is once again notifying patients of a phishing incident. This one involves 744 patients.The organization discovered the incident on June 26, when it found an unauthorized third-party gained access to an employee’s email account. Officials said that after an investigation, the hacker was able to access a “small number of Kaleida Health email accounts.”Included in those accounts were patient names, medical record number, diagnoses, treatment information and other clinical data. For some patients, it also included Social Security numbers. Officials said the financial information wasn’t included.""",Media,http://www.healthcareitnews.com/news/hackers-breach-new-yorks-largest-provider-phishing-attacks,2017,40.712775,-74.005973,,,
2/12/2013,Palm Beach County Health Department,Palm Beach,Florida,INSD,MED,2800,"A senior desk clerk was arrested for obtaining and releasing patient information for identity theft purposes.  The dishonest employee took home client lists with names, Social Security numbers, and dates of birth.  Patients born between 1991 and 1996 may have had their personal information misused.",PHIPrivacy.net,,2013,26.705621,-80.03643,,,
10/12/2005,Ohio State University Medical Center,Columbus,Ohio,DISC,MED,2800,"Appointment 
            information including Social Security numbers, birth dates, addresses, phone numbers, medical record numbers, reasons for appointments, and physicians was exposed online.",Security Breach Letter,,2005,39.961176,-82.998794,,,
1/6/2019,NORTH ATLANTA MEDICAL CLINIC,,GA,HACK,MED,2800,"Location of breached information: Hacking/IT Incident
Business associate present: No",US Department of Health and Human Services,https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf,2019,,,,,
11/18/2016,Pinellas County Board of County Commissioners,,FL,DISC,MED,2800,"Location of breached information: Unauthorized Access/Disclosure
Business associate present: No",US Department of Health and Human Services,https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf,2016,,,,,
7/13/2011,Dr Axel Velez,,PR,PHYS,MED,2800,"Location of breached information: Theft
Business associate present: No",US Department of Health and Human Services,https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf,2011,,,,,
3/10/2016,Karmanos Cancer Center,Farmington Hills,Michigan,PORT,MED,2808,"As reported by Health and Human Services loss/other portable electronic device. No specific information as 
to what information was compromised as provided by health and human 
services.More Information: https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf;jsessionid=9BF4AF...",Government Agency,,2016,42.521967,-83.345378,,,
3/10/2016,Karmanos Cancer Center,,MI,PHYS,MED,2808,"Location of breached information: Loss
Business associate present: Yes",US Department of Health and Human Services,https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf,2016,,,,,
2/11/2015,Courier Corporation of Hawaii,,HI,PHYS,MED,2809,"Location of breached information: Loss
Business associate present: Yes",US Department of Health and Human Services,https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf,2015,,,,,
11/8/2013,Schuylkill Health System,Pottsville,Pennsylvania,PORT,MED,2810,The August 7 theft of a laptop resulted in the exposure of patient information.  ,HHS via PHIPrivacy.net,,2013,40.685646,-76.195499,,,
10/4/2013,Schuylkill Health System LVHN,,PA,PHYS,MED,2810,"Location of breached information: Theft
Business associate present: No",US Department of Health and Human Services,https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf,2013,,,,,
11/4/2010,American Federation of Television and Radio Artists (AFTRA),Los Angeles,California,HACK,BSO,2811,"Hackers were able to access the Join Online portion of AFTRA's website.  Hackers may have obtained the names, Social Security numbers, credit card numbers and contact information of people who joined AFTRA online.  People who attempted to join online between September 14 and 29 may have also been affected by the breach.  AFTRA has disabled the Join Online website.  AFTRA's internal membership database and the ""members only"" section of the website were not affected.",Databreaches.net,,2010,34.052234,-118.243685,,,
5/5/2016,Saint Agnes Medical Center,Fresno,California,HACK,MED,2812,"""Saint Agnes Medical Center was targeted by an isolated email phishing attack in which a scammer impersonated our Chief Executive Officer and requested that W-2 information be sent via email. There was no breach to any of our Sant Agnes systems and all patient information remains secure. Rather, we were a target of what is known as a BEC (Business Email Compromise/Correspondence) attack, which typically focuses on tax information that can be used to obtain fraudulent returns.""The information compromised is the information you would find on a W2 form, including names, addresses, salary information, withholding information and Social Security numbers. More Information: http://oag.ca.gov/ecrime/databreach/reports/sb24-61673",California Attorney General,,2016,36.746842,-119.772587,,,
12/23/2014,Northwestern Memorial HealthCare,,IL,PHYS,MED,2813,"Location of breached information: Theft
Business associate present: No",US Department of Health and Human Services,https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf,2014,,,,,
9/7/2016,Geisinger Health Plan,,PA,DISC,MED,2814,"Location of breached information: Unauthorized Access/Disclosure
Business associate present: No",US Department of Health and Human Services,https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf,2016,,,,,
7/26/2008,"Connecticut College, Wesleyan University, Trinity College",Middletown,Connecticut,HACK,EDU,2815,"A Connecticut College library 
            system was breached by hackers apparently looking to set up chat rooms 
            or send spam e-mails. The system's database included the names, addresses 
            and Social Security or driver's license numbers of approximately 2,800 
            Connecticut College library patrons, 12 Wesleyan University patrons 
            and three from Trinity.",Dataloss DB,,2008,41.562321,-72.650649,,,
9/30/2015,Humana Inc [Case 18652],,KY,PHYS,MED,2815,"Location of breached information: Theft
Business associate present: No",US Department of Health and Human Services,https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf,2015,,,,,
1/12/2018,Hallmark Home Mortgage,Columbus,Ohio,INSD,BSF,2816,"Hallmark suffered a breach on 11/17/2017 that affected 2816 records, including SS numbers, Names, Drivers License Numbers, and Credit Card or Financial Account Information.",Security Breach Letter,,2017,39.961176,-82.998794,,,
9/16/2016,"CHI Franciscan Health, St. Clare Hospital and St. Joseph Medical Center",,WA,DISC,MED,2818,"Location of breached information: Unauthorized Access/Disclosure
Business associate present: No",US Department of Health and Human Services,https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf,2016,,,,,
12/21/2013,"Molina Healthcare of Texas, Inc.",,TX,#N/A,MED,2826,"Location of breached information: Other
Business associate present: No",US Department of Health and Human Services,https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf,2013,,,,,
11/26/2013,"Molina Healthcare of Texas, Inc.",,TX,DISC,MED,2826,"Location of breached information: Unauthorized Access/Disclosure
Business associate present: No",US Department of Health and Human Services,https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf,2013,,,,,
6/3/2016,The University of New Mexico,Albuquerque,New Mexico,DISC,MED,2827,As reported by Health and Human Services unauthorized access/disclosure paper films. No specific information as to what information was compromised as provided by health and human services.More Information: https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf;jsessionid=9BF4AF...,Government Agency,,2016,35.085334,-106.605553,,,
6/3/2016,The University of New Mexico,,NM,DISC,MED,2827,"Location of breached information: Unauthorized Access/Disclosure
Business associate present: No",US Department of Health and Human Services,https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf,2016,,,,,
6/24/2009,Florida Department of Revenue,Tallahassee,Florida,PORT,GOV,2828,"The names, addresses and Social 
          Security numbers of about 3,000 people employed by a handful of state 
          businesses were on a password-protected flash drive stolen from the 
          car of a Florida Department of Revenue employee in Georgia. The people 
          were current or past employees of six large corporations that are being 
          audited by the state.",Dataloss DB,,2009,30.438256,-84.280733,,,
5/9/2014,Options Counseling Center,,NJ,DISC,MED,2828,"Location of breached information: Theft, Unauthorized Access/Disclosure
Business associate present: No",US Department of Health and Human Services,https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf,2014,,,,,
3/21/2018,Community first bank,,,UNKN,BSF,2837,"Information on this security breach is provided by the Office of the Indiana Attorney General
",Indiana Attorney General,https://www.in.gov/attorneygeneral/2874.htm,2018,0,0,,,
6/22/2017,Saint Thomas Rutherford Hospital,,TN,PHYS,MED,2837,"Location of breached information: Improper Disposal
Business associate present: No",US Department of Health and Human Services,https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf,2017,,,,,
7/25/2016,StarCare Specialty Health System,Lubbock,Texas,PORT,MED,2844,"As reported by Health and Human Services theft/laptop, paper/films. No specific information as to what information was 
compromised 
as
provided by health and human services.

More Information: https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf;jsessionid=9BF4AF...",Government Agency,,2016,33.55887,-101.846058,,,
7/25/2016,StarCare Speciality Health System,,TX,PHYS,MED,2844,"Location of breached information: Theft
Business associate present: No",US Department of Health and Human Services,https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf,2016,,,,,
8/26/2008,Pennsylvania Department of Public Welfare,Harrisburg,Pennsylvania,DISC,GOV,2845,"Paper jams in a state Department 
            of General Services mail inserter caused benefit renewal packets to 
            go to the wrong Pennsylvania welfare client's homes. Nearly half of 
            them included the intended recipients' Social Security numbers.",Dataloss DB,,2008,40.2737,-76.884418,,,
4/22/2010,South Carolina Department of Health and Environmental Control,,SC,PHYS,MED,2850,"Location of breached information: Improper Disposal
Business associate present: No",US Department of Health and Human Services,https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf,2010,,,,,
5/23/2018,National railroad passenger corporation( amtrak),,,UNKN,UNKN,2853,"Information on this security breach is provided by the Office of the Indiana Attorney General
",Indiana Attorney General,https://www.in.gov/attorneygeneral/2874.htm,2017,0,0,,,
12/30/2014,"Murali Menon, Privacy Manager Breach",,CA,PHYS,MED,2855,"Location of breached information: Theft
Business associate present: No",US Department of Health and Human Services,https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf,2014,,,,,
6/24/2015,"Heartland Dental, LLC",,IL,HACK,MED,2860,"Location of breached information: Hacking/IT Incident
Business associate present: Yes",US Department of Health and Human Services,https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf,2015,,,,,
12/20/2012,Health Advantage,,AR,#N/A,MED,2863,"Location of breached information: Other
Business associate present: No",US Department of Health and Human Services,https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf,2012,,,,,
7/12/2013,Long Beach Memorial Medical Center,Long Beach,California,INSD,MED,2864,"Patients who received treatment between September 2012 to June 2013 may have had their information exposed by a breach related to an employee.  Names, sex, dates of birth, home addresses, phone numbers, account numbers, insurance information, and the reason for admission were exposed.  There is currently no reason to believe that the information was used in a malicious manner.",Media,,2013,33.77005,-118.19374,,,
7/11/2013,Long Beach Memorial Medical Center,,CA,DISC,MED,2864,"Location of breached information: Unauthorized Access/Disclosure
Business associate present: No",US Department of Health and Human Services,https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf,2013,,,,,
10/6/2015,CarePlus Health Plans [case 18772],,KY,DISC,MED,2873,"Location of breached information: Unauthorized Access/Disclosure
Business associate present: No",US Department of Health and Human Services,https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf,2015,,,,,
6/13/2014,Baylor Medical Center at Carrollton,,TX,DISC,MED,2874,"Location of breached information: Unauthorized Access/Disclosure
Business associate present: No",US Department of Health and Human Services,https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf,2014,,,,,
8/3/2012,Harris County Hospital District,,TX,PHYS,MED,2875,"Location of breached information: Theft
Business associate present: No",US Department of Health and Human Services,https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf,2012,,,,,
11/29/2016,Hewitt Associates,Lincolnshire,Illinois,HACK,BSO,2892,"""The unauthorized access was to a specific group of Irvine Company employees’ personal information within the Core Benefit Administration (CBA) web portal (known to you as BenefitsNow) set up and maintained by Aon Hewitt, a benefits service provider.  An unauthorized individual potentially accessed your personal information.  We have confirmation that the unauthorized individual accessed 55 records of the 2,892 current or former employees receiving this letter.  Since we cannot verify the identity of those 55 impacted employees, we are notifying you at this time of the unlikely, but potential access of your personal information.  We sincerely apologize for any inconvenience you might experience as a result of this incident.  What Information Was Involved?  The personal information potentially accessed by the unknown third person or persons was limited to your first and last name, social security number, saved contact information (such as mailing address or phone numbers), date of birth, beneficiary information, employee ID number, employment status, and health care plan status. The accessed data did not include any other personal information.""More information: https://oag.ca.gov/ecrime/databreach/reports/sb24-65100",California Attorney General,,2016,42.190025,-87.908404,,,
10/25/2017,"MGA Home Healthcare Colorado, Inc.",,AZ,HACK,MED,2898,"Location of breached information: Hacking/IT Incident
Business associate present: No",US Department of Health and Human Services,https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf,2017,,,,,
2/11/2008,Jefferson County Public Schools,Arvada,Colorado,PORT,EDU,2900,"A special education technician 
            had a personal laptop and jump drive stolen during a home robbery. 
            Student name and date of birth, Student ID number, School location 
            If the student has received district transportation additional information 
            such as parent or guardian name and contact information, may also 
            have been on the jump drive. The stolen information did not contain 
            any Social Security numbers or financial information.",Dataloss DB,,2008,39.802764,-105.087484,,,
12/9/2011,"Julie A. Kennedy, D.M.D.",West Palm Beach,Florida,STAT,MED,2900,"A network server was discovered to have been stolen on or around September 30, 2011. It may have contained patient information.",HHS via PHIPrivacy.net,,2011,26.715342,-80.053375,,,
1/12/2012,RIte Aid Corporation,Harrisburg,Pennsylvania,PHYS,BSR,2900,"The misplacement of paper documents resulted in the exposure of health and/or other personal information.  The breach was discovered on October 7, 2011.",HHS via PHIPrivacy.net,,2012,40.2737,-76.884418,,,
9/18/2013,"Logan Community Resources, Inc.",South Bend,Indiana,UNKN,MED,2900,"An August 24, 2012 breach resulted in the exposure of patient information.",HHS via PHIPrivacy.net,,2013,41.676355,-86.25199,,,
8/3/2018,"Don White, RN, DC, PC dba Canyon Rd Chiropractic and Massage",,OR,HACK,MED,2900,"Location of breached information: Hacking/IT Incident
Business associate present: No",US Department of Health and Human Services,https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf,2018,,,,,
10/18/2015,Robert D. Chatlos DMD & Assoc,,PA,PHYS,MED,2900,"Location of breached information: Theft
Business associate present: Yes",US Department of Health and Human Services,https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf,2015,,,,,
10/23/2012,"Logan Community Resources, Inc.",,IN,HACK,MED,2900,"Location of breached information: Hacking/IT Incident
Business associate present: No",US Department of Health and Human Services,https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf,2012,,,,,
12/7/2011,Rite Aid Corporation,,PA,#N/A,MED,2900,"Location of breached information: Other
Business associate present: No",US Department of Health and Human Services,https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf,2011,,,,,
10/31/2011,"Julie A. Kennedy, D.M.D., P.A.",,FL,PHYS,MED,2900,"Location of breached information: Theft
Business associate present: No",US Department of Health and Human Services,https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf,2011,,,,,
5/10/2012,Rite Aid Store 1343,,WV,PHYS,MED,2905,"Location of breached information: Theft
Business associate present: No",US Department of Health and Human Services,https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf,2012,,,,,
8/3/2012,"Pamlico Medical Equipment, LLC (Now Vidant Internal Medicine)",Washington,North Carolina,PORT,MED,2917,"A flash drive was lost during transit on or around May 16. Patient names, Social Security numbers, Medicaid numbers, insurance carrier contact information, medical equipment being provided by Pamlico Medical Equipment, service date, price of the equipment rental, and other miscellaneous billing information may have been on the flash drive. The flash drive is believed to have been place with compacted trash that was transported to a landfill.  ",HHS via PHIPrivacy.net,,2012,35.546552,-77.052174,,,
7/17/2012,Pamlico Medical Equipment LLC,,NC,PHYS,MED,2917,"Location of breached information: Loss
Business associate present: No",US Department of Health and Human Services,https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf,2012,,,,,
10/8/2015,Insurance Data Services,,MI,PHYS,MED,2918,"Location of breached information: Theft
Business associate present: Yes",US Department of Health and Human Services,https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf,2015,,,,,
2/23/2018,Mueller c p a,,,UNKN,BSF,2921,"Information on this security breach is provided by the Office of the Indiana Attorney General
",Indiana Attorney General,https://www.in.gov/attorneygeneral/2874.htm,2017,0,0,,,
12/28/2010,Geisinger Health System,Wilkes-Barre,Pennsylvania,DISC,MED,2928,"A former physician emailed patient medical information to his home email account in an unencrypted manner.  The information included patient names, medical record numbers, procedures and indications.  The physician deleted the information from his computer, home network and servers.  The incident occurred on or around November 3.",PHIPrivacy.net,,2010,41.245915,-75.881308,,,
12/28/2010,Geisinger Wyoming Valley Medical Center,,PA,PHYS,MED,2928,"Location of breached information: Theft
Business associate present: No",US Department of Health and Human Services,https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf,2010,,,,,
12/1/2015,Centegra Health System,,IL,DISC,MED,2929,"Location of breached information: Unauthorized Access/Disclosure
Business associate present: Yes",US Department of Health and Human Services,https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf,2015,,,,,
9/26/2016,Prima Medical Foundation,San Rafael,California,HACK,MED,2933,"                                        As reported by Health and Human Services hacking/IT incident. No specific information as to what information was  
compromised  as provided by health and human services. More Information: https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf;jsessionid=9BF4AF...          ",Government Agency,,2016,38.004557,-122.537977,,,
9/26/2016,Prima Medical Foundation,,CA,HACK,MED,2933,"Location of breached information: Hacking/IT Incident
Business associate present: Yes",US Department of Health and Human Services,https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf,2016,,,,,
5/9/2012,Key Bank,Springfield,Oregon,INSD,BSF,2937,"A former manager of the Thurston Branch of Key Bank pled guilty to charges related to opening a Key Bank account in the name of someone else. He will be sentenced for identity theft and bank fraud.  The manager obtained and transferred customer names, Social Security numbers, and dates of birth between January and May of 2007.  He eventual threatened and intimidated witnesses in August 2010. Key Bank had a total of $44,937.66 in expenses related to the breach.",Databreaches.net,,2012,44.046236,-123.022029,,,
10/7/2016,Warren Clinic,Tulsa,Oklahoma,HACK,MED,2938,"        As reported by Health and Human Services unauthorized hacking/IT Incident. No specific information as to what information was  
compromised  as provided by health and human services. More Information: https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf;jsessionid=9BF4AF...  ",Government Agency,,2016,36.153982,-95.992775,,,
10/7/2016,Warren Clinic,,OK,HACK,MED,2938,"Location of breached information: Hacking/IT Incident
Business associate present: No",US Department of Health and Human Services,https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf,2016,,,,,
4/1/2016,Einstein Healthcare Network,Philadelphia,Pennsylvania,DISC,MED,2939,"As reported by Health and Human Services unauthorized access/disclosure other. No specific information as to what information was compromised as
provided by health and human services.

More Information:
https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf;jsessionid=9BF4AF...

 ",Government Agency,,2016,40.036805,-75.143441,,,
4/1/2016,Einstein Healthcare Network,,PA,DISC,MED,2939,"Location of breached information: Unauthorized Access/Disclosure
Business associate present: No",US Department of Health and Human Services,https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf,2016,,,,,
8/7/2007,Blue Cross Blue Shield North Carolina,Durham,North Carolina,DISC,BSF,2940,Letters were accidentally mailed with subscriber Social Security numbers visible through envelope windows.,Dataloss DB,,2007,35.994033,-78.898619,,,
2/23/2017,Catalina Post-Acute and Rehabilitation,Tucson,Arizona,PHYS,MED,2953,"""Catalina Post-Acute and Rehabilitation recently became aware of an incident where paper files containing resident and employee information were left in an unattended area. The patient data files, along with certain employee information, were left temporarily vulnerable to possible unauthorized public access.The healthcare organization reported on its website that it found evidence on December 5, 2016 that documents containing the sensitive information of patients and employees had been left “unattended in an area where there is the potential for public access.” The unattended documents included demographic information. Diagnoses and Social Security numbers were included in some cases as well, Catalina stated.The OCR data breach reporting tool states that 2,953 individuals were potentially affected by this incident.Catalina said it launched an investigation into the incident and reviewed protocols in place relating to PHI storage and employee information to prevent further security issues.The healthcare organization’s internal investigation found that it appears no patient or employee information was accessed or misused by any unauthorized individuals.""More information: http://healthitsecurity.com/news/rehabilitation-facility-reports-patient...",California Attorney General,,2017,32.254796,-110.947577,,,
2/2/2017,Catalina Post-Acute Care and Rehabilitation,,AZ,PHYS,MED,2953,"Location of breached information: Improper Disposal
Business associate present: No",US Department of Health and Human Services,https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf,2017,,,,,
7/16/2018,The cityof bozeman montana,,,UNKN,UNKN,2962,"Information on this security breach is provided by the Office of the Indiana Attorney General
",Indiana Attorney General,https://www.in.gov/attorneygeneral/2874.htm,2017,0,0,,,
5/23/2014,Humana,Atlanta,Georgia,PORT,MED,2962,"Humana has notified Atlanta customers of a data breach that occurred when a Humana associate's vehicle was broken into and an unencrypted USB drive along with the associates lap top computer were stolen. The information contained on these devices included medical record information and Social Security Numbers.Humana said that it ""has no reason to believe that the information 
has been used inappropriately."" The company is offering free 
access to a credit-monitoring service for members who were affected.""Members 
enrolled in Medicare plans who have any questions about this may contact
 Humana at 1-800-457-4708, from 9 a.m. to 5 p.m. Members enrolled in 
non-Medicare plans should call 1-800-448-6262"".",PHIPrivacy.net,,2014,33.748995,-84.387982,,,
5/23/2014,Humana Inc [case #15381],,KY,PHYS,MED,2962,"Location of breached information: Theft
Business associate present: No",US Department of Health and Human Services,https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf,2014,,,,,
4/21/2017,Iowa Veterans Home,,IA,DISC,MED,2969,"Location of breached information: Unauthorized Access/Disclosure
Business associate present: No",US Department of Health and Human Services,https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf,2017,,,,,
1/14/2011,"Blue Cross Blue Shield of Michigan (BCBSM), Tstream Software",Harper Woods,Michigan,DISC,MED,2979,"A BCBSM website created by Tstream was the source of a breach.  A BCBSM found her personal information online when searching her name.  People applying for individual health insurance between 2006 and an unclear date had their names, Social Security numbers, addresses and dates of birth exposed. BCBSM was notified of the error on November 17, 2010.  The information was accessible for an unspecified amount of time. Though 6,500 BCBSM members were notified, only 2,979 were affected.",PHIPrivacy.net,,2011,42.433092,-82.924083,,,
7/8/2015,Georgia Department of Human Services,,GA,DISC,MED,2983,"Location of breached information: Unauthorized Access/Disclosure
Business associate present: No",US Department of Health and Human Services,https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf,2015,,,,,
4/13/2015,Suburban Lung Associates,,IL,DISC,MED,2984,"Location of breached information: Unauthorized Access/Disclosure
Business associate present: Yes",US Department of Health and Human Services,https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf,2015,,,,,
